index,NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
1750,2751,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt,Steamed Into Mould (Red Variety)&Turkey, Egg,Whole, Fresh, Raw",86,296,0,0,0,13,0.8,14,333,27,27,67,126,605,12.5,0.211,,13.8,20,1.29,1.39,16.7,,1.66,667,663,4,1131,12.4,5,2500,749,749,0,1,2,0,3,1.51,3.3,133,5.3,0.6,4.3,1.2,0,30,".75 cup,  (1 NLEA serving)",,,0
1751,2752,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt, Pepper And Vegetable Oil,Steamed Into Mould&Turkey, Egg,Whole, Fresh, Raw",79,275,0,0,0,20,0.8,14,200,28.79,64,200,259,470,7.5,0.252,,23.8,12,0.8,0.89,10,,1,800,781,19,1347,17.6,3,1000,298,297,1,5,0,0,203,1.17,2,80,4.2,1.2,2.09,2.5,0,50,"1 cup,  (1 NLEA serving)",,,0
1752,2753,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt, Pepper And Palm Oil,Steamed Into Mould&Turkey, Egg,Whole, Fresh, Raw",78,271,0,0,0,22,0.8,14,192,31.2,77,192,372,394,14.39,0.35,,35,11.5,1.2,1.6,19.2,,1.92,769,750,19,1294,27.4,2.9,0,0,0,0,0,0,0,255,0.62,0,0,1.2,0.4,0.2,0.69,0,52,"1 cup,  (1 NLEA serving)",,,0
1753,2754,"Lima Bean, Large, Mature Seeds, Raw&Turkey, Egg,Whole, Fresh, Raw",77,550,0,0,0,22,1.1,9,182,8.19,58,182,423,337,6.8,0.364,,30.5,10.9,1,0.8,9.1,,0.9,182,163,19,296,26.6,2.7,0,0,0,0,0,0,0,232,0.58,0,0,1.9,0.4,0.2,0.6,0,55,"1 cup,  (1 NLEA serving)",,,0
1754,2755,"Bread, Whole Wheat&Turkey, Egg,Whole, Fresh, Raw",86,449,0,0,0,13,0.2,13,30,27,67,191,267,650,1.5,0.312,2.675,29.2,70,1.75,1.98,23.3,0.638,2.33,467,448,19,781,18.7,7,2500,750,750,0,0,0,0,85,0.44,3.3,133,0.9,0.7,2.8,2.1,0,30,".75 cup,  (1 NLEA serving)",,,0
1755,2756,"Spaghetti, Boiled&Turkey, Egg,Whole, Fresh, Raw",53,290,1,0,1,44,0.7,39,18,27,55,164,204,481,1.3,0.338,,25.9,70,1.75,1.98,23.3,,2.33,467,448,19,781,16.8,7,2500,745,744,2,11,2,0,140,0,3.3,133,5.3,0.4,0.1,0.5,0,30,".75 cup,  (1 NLEA serving)",,,0
1756,2757,"Rice, White Raw&Turkey, Egg,Whole, Fresh, Raw",87,529,0,0,0,13,0.2,13,35,3.2,87,188,250,419,1.6,,,,6,0.28,0.15,3.2,,0.07,11,0,11,11,,,85,,,,,,,,,,,,0.4,0.89,1.39,0,30,".75 cup,  (1 NLEA serving)",,,0
1757,2758,"Rice, White, Combined Varieties&Turkey, Egg,Whole, Fresh, Raw",65,538,1,0,1,32,2.3,3,29,3,79,171,269,446,1.39,0.201,,19.2,0,0.31,0.15,3.2,,0.03,15,0,15,15,15.5,0,113,6,0,33,51,0,0,512,44.22,0,0,2.4,0.6,1.1,1.5,0,30,".75 cup,  (1 NLEA serving)",,,0
1758,2759,"Rice, White, Boiled&Turkey, Egg,Whole, Fresh, Raw",67,300,1,0,1,31,2.3,2,18,27.9,78,230,241,494,1.9,,,,72,1.81,2.05,24.1,,2.4,483,464,19,808,,7.2,2586,,,,,,,,0,3.5,138,,0.4,0.5,0.9,0,29,".666 cup,  (1 NLEA serving)",,,0
1759,2760,"Rice, White, Cooked, Paste&Turkey, Egg,Whole, Fresh, Raw",73,257,2,0,1,24,4.4,24,20,14.5,24,62,137,442,0.6,,,,20,1.21,1.37,16.1,,1.61,323,295,28,530,,4.8,1667,,,,,,,,,3.3,133,,0.6,2.8,0.4,0,31,".75 cup,  (1 NLEA serving)",,,0
1760,2761,"Rice, Brown, Raw&Turkey, Egg,Whole, Fresh, Raw",31,535,3,1,3,63,5.1,74,26,29.5,81,346,341,5,2.7,,,,0,0.68,0.77,9.1,,0.91,364,345,19,606,,2.7,15,,,,,,,,0.67,,,,0.4,0.2,0.8,0,55,"25 biscuits,  (1 NLEA serving)",,,0
1761,2762,"Rice, Brown, Boiled&Turkey, Egg,Whole, Fresh, Raw",77,308,0,0,0,22,1.3,13,11,19.6,54,167,185,719,15.42,,,,0.1,1.6,1.8,20.56,,2.12,1615,,,,,0,147,,,,,,,,0.42,,,,3.115,1.359,0.805,0,26,".75 cup,  (1 NLEA serving)",,,0
1762,2763,"Rice, Polished, Raw&Turkey, Egg,Whole, Fresh, Raw",91,524,1,0,0,8,0.4,7,98,2.47,106,334,444,47,2.44,,,,3.1,0.34,0.26,1.98,,0.193,31,,31,,,0.14,19,,,,,,,,1.63,,,,1.13,6.39,3,2,49,".5 cup,  (1 NLEA serving)",,,0
1763,2764,"Rice, White, Cooked With Tomatoes, Tomato Paste,Onions And Spices With Vegetable Oil&Turkey, Egg,Whole, Fresh, Raw",80,311,0,0,0,19,2.7,6,349,28.69,91,389,262,477,13.47,,,,0,1.346,1.526,17.871,,1.795,1436,,,,,0,37,,,,,,,,0.56,,,,0.765,1.353,1.302,0,32,".75 cup,  (1 NLEA serving)",,,0
1764,2765,"Rice, White, Cooked With Diced Carrot,Onions,Green Peas With Vegetable Oil&Turkey, Egg,Whole, Fresh, Raw",86,340,0,0,0,13,0.2,13,11,21.57,56,170,189,637,17.98,,,,0.4,1.798,2.036,23.961,,2.395,1353,,,,,0,150,,,,,,,,0.63,,,,2.291,0.593,0.764,0,32,"1 cup,  (1 NLEA serving)",,,0
1765,2766,"Cocoyam,White,Fresh,Peeled,Raw &Egg,Turkey,Boiled Without Salt",57,356,1,0,1,41,,20,33,28.89,90,335,481,371,2.7,,,,0,0.67,0.75,8.89,,0.88,357,338,19,594,,3,0,,,,,,,,,,,,1.5,0.8,1.1,0,56,"1 cup,  (1 NLEA serving)",,,0
1766,2767,"Cocoyam, White, Peeled, Boiled &Egg,Turkey,Boiled Without Salt",88,360,0,0,0,12,0.1,6,201,29,115,371,358,347,7.18,,,,11.5,0.687,0.85,9.58,,0.88,723,,,,,0,1189,,,,,,,,,,,,0.874,1.595,1.524,0,56,"1 cup,  (1 NLEA serving)",,,0
1767,2768,"Cocoyam, Yellow, Peeled, Raw&Egg,Turkey,Boiled Without Salt",84,320,0,0,0,15,3.1,9,33,28.9,75,232,262,267,6.7,0.3,,7.3,0,0.7,0.8,8.9,,0.9,357,338,19,594,22.9,2.7,1786,527,525,2,11,18,0,141,0.94,2.7,107,3.3,0.6,2.5,1.7,0,56,"1 cup,  (1 NLEA serving)",,,0
1768,2769,"Plantain, Ripe, Peeled, Raw&Egg,Turkey,Boiled Without Salt",91,364,1,0,0,8,0.8,14,323,14.5,52,194,264,452,14.5,,,,19.4,1.2,1.39,16.1,,1.61,323,,,,,4.8,1613,,,,,,,,,3.2,129,,1.79,5,2.59,0,31,".75 cup,  (1 NLEA serving)",,,0
1769,2770,"Plantain, Ripe, Peeled, Boiled&Egg,Turkey,Boiled Without Salt",87,309,1,0,0,12,,13,333,15,67,250,328,528,12.5,0.385,,11.3,20,1.29,1.39,16.7,,1.66,333,314,19,553,13.6,5,1667,466,459,40,62,0,0,899,0.58,3.3,133,1.6,0.8,2.4,1.79,0,30,"1 cup,  (1 NLEA serving)",,,0
1770,2771,"Plantain, Ripe, Peeled, Roasted&Egg,Turkey,Boiled Without Salt",86,431,1,0,0,14,1.4,13,296,16.7,59,222,285,489,13.9,0.282,,21.1,22.2,1.4,1.6,18.5,,1.852,593,574,19,994,28.3,5.6,1852,554,554,2,3,0,0,148,0.31,3.7,148,1.4,1,1.6,1.8,0,27,".75 cup,  (1 NLEA serving)",,,0
1771,2772,"Plantain, Ripe, Fried in Palm Oil&Egg,Turkey,Boiled Without Salt",88,520,1,0,1,10,2.8,33,313,12,116,391,329,760,2.62,,,,0.3,0.9,1.17,13.63,,1.37,273,,,,,0,3409,,,,,,,,0.56,,,,1.16,2.19,1.83,0,34,"1 packet,  (1 NLEA serving)",,,0
1772,2773,"Plantain, Unripe, Peeled, Raw&Egg,Turkey,Boiled Without Salt",90,429,1,0,1,8,3,30,52,4.2,148,474,350,4,3.07,,,,0,0.73,0.14,0.78,,0.12,32,,32,,,0,0,,,,,,,,0.47,,,,1.11,1.98,2.3,0,41,1 packet,,,0
1773,2774,"plantain, Green, Boiled&Egg,Turkey,Boiled Without Salt",93,369,1,0,1,5,1.8,31,246,12.13,103,359,339,559,2.3,,,,0.1,1.447,0.617,9.085,,0.98,170,,,,,0.03,1666,,,,,,,,0.64,,,,2.091,2.304,1.76,0,33,1 packet,,,0
1774,2775,"Plantain, Unripe, Flour&Egg,Turkey,Boiled Without Salt",93,539,1,0,1,6,1.5,25,355,12.77,104,357,389,535,2.39,,,,1.3,1.065,1.207,14.195,,1.42,284,,,,,0,3549,,,,,,,,0.49,,,,1.026,1.957,1.638,0,31,"1 packet,  (1 NLEA serving)",,,0
1775,2776,"Potato, Irish, Peeled, Raw&Egg,Turkey,Boiled Without Salt",90,307,1,0,1,8,3.3,36,455,38.2,49,182,212,582,18.2,0.12,,13.1,27.3,2.29,2.29,21.2,0,2.72,849,830,19,1429,16.4,6.4,3030,868,860,49,74,0,0,1097,0,4.5,182,0.2,0.535,1.002,1.5,0,33,"1.25 cup,  (1 NLEA serving)",,,0
1776,2777,"Potato. Irish,Peeled, Boiled&Egg,Turkey,Boiled Without Salt",87,309,2,1,1,9,5.3,78,,2.6,106,256,289,472,1.8,,,,4,0.32,0.17,3,,0.52,23,0,23,23,,,209,,,,,,,,0.67,,,,0.6,1,1.8,0,27,".75 cup,  (1 NLEA serving)",,,0
1777,2778,"Potato, Sweet, Peeled, White, Raw&Egg,Turkey,Boiled Without Salt",89,339,2,0,1,7,1.9,33,,2.6,105,259,254,415,1.8,,,,,0.32,0.17,3,,0.52,16,0,16,16,,,,,,,,,,,,,,,0.6,1,1.8,0,27,".75 cup,  (1 NLEA serving)",,,0
1778,2779,"Potato, Sweet,Peeled, Yellow, Raw&Egg,Turkey,Boiled Without Salt",77,348,2,0,1,20,3,30,135,4.59,73,228,514,246,0.6,,,,1,0.11,0.03,0.2,,,,,,,,,22,,,,,,,,,,,,1.29,3.5,2.4,0,51,".75 cup,  (1 NLEA serving)",,,0
1779,2780,"Potato,Sweet, Peeled,Yellow,Boiled&Egg,Turkey,Boiled Without Salt",76,345,2,0,1,21,3.3,38,1000,15,53,333,229,425,12.5,,,,20,1.29,1.39,16.7,,1.66,333,,,,,5,1667,,,,,,,,,3.3,133,,0.4,0.7,1.39,0,30,".75 cup,  (1 NLEA serving)",,,0
1780,2781,"Potato, Sweet, Deep Yellow, Peeled, Raw&Egg,Turkey,Boiled Without Salt",80,340,1,0,1,18,2.5,27,61,14.5,40,102,222,320,5,,,,48,1.21,1.13,16.1,,1.61,267,248,19,441,,4.8,6452,,,,,,,,,3.3,133,,2.5,2.8,5.2,1,31,".75 cup,  (1 NLEA serving)",,,0
1781,2782,"Potato, Sweet, Deep Yellow, Peeled, Boiled&Egg,Turkey,Boiled Without Salt",76,340,2,0,1,21,1.8,22,10,30,149,292,280,614,2.1,,,,50,1.25,1.42,16.7,,1.67,667,663,4,1131,,5,4167,,,,,,,,11.25,5,200,,0.5,0.8,0.8,0,30,"1 cup,  (1 NLEA serving)",,,0
1782,2783,"Potato, Sweet,Yellow, Flour&Egg,Turkey,Boiled Without Salt",74,602,2,0,1,23,1.7,30,19,15.5,36,140,177,483,1,0.14,,17.3,0.2,1.3,1.5,17.2,,1.7,690,671,19,1159,18.6,5.2,2586,748,743,32,50,0,0,787,0.5,3.4,138,1.4,0.7,2.7,1.7,0,29,".75 cup,  (1 NLEA serving)",,,0
1783,2784,"Yam,White,Fresh,Peeled,Raw&Egg,Turkey,Boiled Without Salt",75,367,2,0,1,22,1.7,37,55,5.89,28,460,501,458,0.31,0.09,0.18,1.8,0,0.13,0.01,0.22,0.07,0.03,6,0,6,6,5.7,0,1,0,0,0,0,0,0,210,1.27,0,0,0.3,0.62,0.9,3.01,0,30,".75 cup,  (1 NLEA serving)",,,0
1784,2785,"Yam, Peeled, Boiled&Egg,Turkey,Boiled Without Salt",74,347,2,0,1,23,1.8,35,70,1.33,107,126,315,704,1.28,0.301,,16.7,55.6,0.111,0.068,1.9,,0.243,19,0,19,19,14.9,0,0,0,0,0,0,0,0,775,0.89,0,0,0.7,0,2.237,1.066,0,27,".75 cup,  (1 NLEA serving)",,,0
1785,2786,"Yam, Fried&Egg,Turkey,Boiled Without Salt",5,504,24,59,2,10,6.8,61,67,15,48,112,275,320,5,,,,50,1.25,1.13,16.7,,1.67,267,248,19,441,,5,1667,,,,,,,,0.67,3.3,133,,2.6,2.8,5.2,1,30,".75 cup,  (1 NLEA serving)",,,0
1786,2787,"Yam, Roasted&Egg,Turkey,Boiled Without Salt",4,415,15,65,2,14,6.7,98,7,15,36,77,179,515,0.8,,,,20,1.25,1.42,16.7,,1.67,333,314,19,553,,5,1667,,,,,,,,,3.3,133,,2.6,0.6,0.2,0,30,".75 cup,  (1 NLEA serving)",,,0
1787,2788,"Yam,Peeled, Boiled,  Pounded&Egg,Turkey,Boiled Without Salt",6,336,8,36,2,48,3.6,71,10,16.1,23,61,90,381,5.4,,,,54,1.34,1.52,17.9,,1.79,357,338,19,594,,5.4,1786,,,,,,,,,3.6,143,,1.5,0.4,0.7,0,28,"1 cup,  (1 NLEA serving)",,,0
1788,2789,"Yam, Sundried, Milled, Powder, Cooked into Bpaste&Egg,Turkey,Boiled Without Salt",4,317,14,61,3,18,7.1,71,20,16.1,43,96,155,451,5.4,,,,54,1.34,1.51,17.89,,1.78,357,338,19,594,,5,1786,,,,,,,,,3.6,143,,1.29,3.29,2.7,0,28,"1 cup,  (1 NLEA serving)",,,0
1789,2790,"Water Yam, Peeled, Raw&Egg,Turkey,Boiled Without Salt",50,349,6,3,1,40,6,86,26,26.1,46,139,219,410,1,0.2,,,15.6,1.2,1.4,16.1,,1.7,323,304,19,535,,4.8,2419,,,,,,,,,3.2,129,,0.6,2.5,1.5,0,31,".75 cup,  (1 NLEA serving)",,,0
1790,2791,"Water Yam, Peeled, Boiled&Egg,Turkey,Boiled Without Salt",92,355,0,0,0,4,0,4,29,3,106,242,312,5,2.2,,,,0,0.32,0.1,4.6,,0.25,,,,,,0,13,,,,,,,,0.67,0,0,,0.2,0.2,0.5,0,55,"29 biscuits,  (1 NLEA serving)",,,0
1791,2792,"Yellow Yam&Egg,Turkey,Boiled Without Salt",93,355,0,0,0,3,0,4,36,28,46,145,184,464,1,0.2,,,0.4,1.3,1.4,16.7,,1.7,667,,,,,5,2500,,,,,,,,,3.3,133,,0.6,2.5,1.5,0,30,".75 cup,  (1 NLEA serving)",,,0
1792,2793,"Aeriel Yam,Raw&Egg,Turkey,Boiled Without Salt",95,364,0,0,0,1,0,4,313,25.29,50,125,328,375,11.69,,,,46.9,1.2,1.29,15.6,,1.56,625,,,,,4.69,1563,,,,,,,,,3.1,125,,0.7,3.09,1.6,0,32,"1 cup,  (1 NLEA serving)",,,0
1793,2794,"Trifoliate Yam,Fresh, Raw&Egg,Turkey,Boiled Without Salt",95,330,0,0,0,2,0,4,182,8.19,58,182,385,378,6.8,,,,10.9,0.69,0.8,9.1,,0.9,182,,,,,2.7,0,,,,,,,,,0,0,,0.69,3.3,1.7,0,55,"1 cup,  (1 NLEA serving)",,,0
1794,2795,"African Yam Bean, Raw(All Colours)&Egg,Turkey,Boiled Without Salt",95,512,0,0,0,1,0,3,1333,15,53,267,351,400,12.5,,,,20,1.29,1.39,16.7,,1.66,333,,,,,5,1667,,,,,,,,,3.3,133,,0.89,0.69,1.1,0,30,".75 cup,  (1 NLEA serving)",,,0
1795,2796,"African Yam Bean, Roasted&Egg,Turkey,Boiled Without Salt",75,600,0,0,0,16,0,0,323,14.5,103,258,345,385,12.1,,,,19.4,1.2,1.39,16.1,,1.61,645,,,,,4.8,1613,,,,,,,,,3.2,129,,0.89,2.29,1.89,0,30,".75 cup,  (1 NLEA serving)",,,0
1796,2797,"Bean, Small White, Mature Seeds, Raw&Egg,Turkey,Boiled Without Salt",70,576,0,0,0,7,0.1,3,370,33.29,59,222,272,509,13.89,,,,55.6,1.39,1.6,18.5,,1.85,741,,,,,5.59,1852,,,,,,,,,3.7,148,,1,1.89,2.7,0,27,".75 cup,  (1 NLEA serving)",,,0
1797,2798,"Beans, Small, Red, Mature Seeds, Raw&Egg,Turkey,Boiled Without Salt",95,567,0,0,0,1,0,4,267,24,30,85,183,368,10,,,,16,1,1.12,13.32,,1.33,533,514,19,893,,4,1333,,,,,,,,0,3.3,133,0,1.6,1.6,0,0,30,".75 cup,  (1 NLEA serving)",,,0
1798,2799,"Bean, Whole, Boiled, With Salt&Egg,Turkey,Boiled Without Salt",55,375,1,8,0,28,0.1,1,33,29.45,73,331,327,2,6.81,,,,0,1.1,0.99,14.06,,1.33,,,,848,,3.05,0,,,,,,,,0.67,0,0,0,0.4,0.2,0.85,0,55,"1 cup,  (1 NLEA serving)",,,0
1799,2800,"Bean, Whole, Boiled, With Oil&Egg,Turkey,Boiled Without Salt",92,394,0,1,0,7,0.4,188,23,27,27,133,200,515,12.5,,,,20,1.25,1.41,16.67,,1.66,667,648,19,1121,,5,1667,,,,,,,,0.2,3.3,133,0.4,0.5,1.66,0.92,0,30,".75 cup,  (1 NLEA serving)",,,0
1800,2801,"Beans, Soaked In Water, Dehulled, Ground, Mixed With Salt And Pepper,Fried With Palm Oil&Egg,Turkey,Boiled Without Salt",65,502,0,2,0,23,0.3,8,33,41.38,61,204,240,453,17.87,,,,29.6,2.09,1.99,23.51,,2.69,667,648,19,1121,,7.55,1876,,,,,,,,1.37,3.6,144,0,0.62,2.25,1.35,0,30,".75 cup,  (1 NLEA serving)",,,0
1801,2802,"Beans, Soaked In Water, Dehulled, Ground, Mixed With Salt And Pepper,Fried With Vegetable Oil&Egg,Turkey,Boiled Without Salt",79,447,0,0,0,11,0,0,333,30,92,318,241,695,12.5,,,,20,1.25,1.41,16.67,,1.66,667,648,19,1121,,5,1667,,,,,,,,0,3.3,133,0,0.63,1.11,1.32,0,30,"1 cup,  (1 NLEA serving)",,,0
1802,2803,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt,Steamed Into Mould (White Variety)&Egg,Turkey,Boiled Without Salt",88,351,0,0,0,11,0,8,33,29.5,83,359,352,17,2.7,,,,0,0.68,0.77,9.1,,0.91,364,,,,,2.7,6,,,,,,,,0.67,,,,0.5,0.3,0.9,0,55,"24 biscuits,  (1 NLEA serving)",,,0
1803,2804,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt,Steamed Into Mould (Red Variety)&Egg,Turkey,Boiled Without Salt",98,356,0,0,0,1,0,0,323,29,26,129,162,614,12.1,,,,19.4,1.2,1.39,16.1,,1.61,645,,,,,4.8,1613,,,,,,,,,3.2,129,,,4.59,1.5,0,31,".75 cup,  (1 NLEA serving)",,,0
1804,2805,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt, Pepper And Vegetable Oil,Steamed Into Mould&Egg,Turkey,Boiled Without Salt",1,336,1,0,1,97,0,272,333,15,27,133,169,565,12.5,,,,20,1.29,1.39,16.7,,1.66,333,,,,,5,1667,,,,,,,,,3.3,133,,1,6.69,2.2,0,30,".75 cup,  (1 NLEA serving)",,,0
1805,2806,"Beans,Soaked,Dehulled,Blended To  Paste With Added Salt, Pepper And Palm Oil,Steamed Into Mould&Egg,Turkey,Boiled Without Salt",69,331,0,0,0,16,0,46,258,10.36,90,305,361,505,1.72,0.24,2.297,16.8,0,1.069,1.002,11.739,0.616,1.464,148,132,16,240,28.5,0,2310,692,692,0,2,0,0,57,0.51,0,0,1.4,0.778,1.432,1.6,0,43,1 packet,,,0
1806,2807,"Lima Bean, Large, Mature Seeds, Raw&Egg,Turkey,Boiled Without Salt",98,611,0,0,1,1,0,0,0,2.7,0,148,237,380,0,,,,0,0.1,0,1.5,,0,0,,0,,,0,0,,,,,,,,,0,0,,1,5.7,1.5,0,27,".75 cup,  (1 NLEA serving)",,,0
1807,2808,"Bread, Whole Wheat&Egg,Turkey,Boiled Without Salt",77,509,0,0,0,13,0.1,0,357,28.89,57,214,297,447,13.39,,,,21.4,1.29,1.5,17.89,,1.78,714,,,,,5.4,1786,,,,,,,,,3.6,143,,0.89,2.7,2.29,0,28,".75 cup,  (1 NLEA serving)",,,0
1808,2809,"Spaghetti, Boiled&Egg,Turkey,Boiled Without Salt",78,351,0,0,0,21,0,2,0,2.7,0,0,359,359,0,,,,0,0,0,0,,0,0,,0,,,0,0,,,,,,,,,0,0,,0,0.2,0.3,0,53,"1 cup,  (1 NLEA serving)",,,0
1809,2810,"Rice, White Raw&Egg,Turkey,Boiled Without Salt",72,589,0,0,0,13,0,1,67,2.4,53,200,250,572,1,,,,0,0.2,0,1.29,,0,0,,0,,,0,0,,,,,,,,,0,0,,0.6,1.3,1,0,30,"1 cup,  (1 NLEA serving)",,,0
1810,2811,"Rice, White, Combined Varieties&Egg,Turkey,Boiled Without Salt",88,599,0,0,0,11,0,0,0,32.11,77,322,568,554,11.89,,,,71.3,2.378,1.348,15.855,,1.586,1427,,,,,4.75,3964,,,,,,,,5.58,,,,0.839,2.689,1.465,0,28,".75 cup,  (1 NLEA serving)",,,0
1811,2812,"Rice, White, Boiled&Egg,Turkey,Boiled Without Salt",28,360,0,0,0,42,0,0,268,10.13,116,392,330,642,2.6,,,,0.1,1.018,0.935,10.446,,1.056,235,,,,,0,2429,,,,,,,,0.56,,,,1.157,2.196,1.852,1,45,"1 packet,  (1 NLEA serving)",,,0
1812,2813,"Rice, White, Cooked, Paste&Egg,Turkey,Boiled Without Salt",3,317,48,4,2,44,0,95,243,8.78,117,396,327,619,2.6,,,,0.1,0.735,0.865,10.177,,1.018,204,,,,,0,2544,,,,,,,,0.55,,,,1.188,2.185,1.807,1,45,"1 packet,  (1 NLEA serving)",,,0
1813,2814,"Rice, Brown, Raw&Egg,Turkey,Boiled Without Salt",89,596,6,2,1,2,0.2,69,278,9.41,91,306,256,473,2.04,,,,0.2,0.762,1.058,12.448,,1.241,249,,,,,0,3112,,,,,,,,0.43,,,,0.926,1.713,1.416,0,45,"1 packet,  (1 NLEA serving)",,,0
1814,2815,"Rice, Brown, Boiled&Egg,Turkey,Boiled Without Salt",67,368,0,0,0,0,0,0,64,3.08,98,287,317,337,2.15,,,,2.8,0.352,0.115,1.557,,0.127,34,,34,,,0,20,,,,,,,,0.45,,,,1.648,3.742,2.863,1,70,"1 package,  (1 NLEA serving)",,,0
1815,2816,"Rice, Polished, Raw&Egg,Turkey,Boiled Without Salt",96,584,0,0,0,4,0,0,57,2.77,86,239,344,356,1.83,,,,0.9,0.269,0.09,1.089,,0.148,20,,20,,,0,20,,,,,,,,0.36,,,,1.301,1.964,6.282,0,75,"1 package,  (1 NLEA serving)",,,0
1816,2817,"Rice, White, Cooked With Tomatoes, Tomato Paste,Onions And Spices With Vegetable Oil&Egg,Turkey,Boiled Without Salt",71,372,5,5,1,17,1.2,135,124,3.13,113,358,445,354,2.56,,,,9.4,0.378,0.215,1.687,,0.158,39,,39,,,0.2,19,,,,,,,,0.47,,,,1.041,1.363,1.34,1,70,"1 package,  (1 NLEA serving)",,,0
1817,2818,"Rice, White, Cooked With Diced Carrot,Onions,Green Peas With Vegetable Oil&Egg,Turkey,Boiled Without Salt",88,400,7,3,1,1,0.4,130,105,2.8,115,302,560,201,2.18,,,,16.1,0.293,0.188,1.87,,0.121,27,,27,,,0,108,,,,,,,,2.46,,,,1.114,5.242,2.641,0,75,"1 package,  (1 NLEA serving)",,,0
1818,2819,"Cocoyam,White,Fresh,Peeled,Raw &Egg,Guinea Fowl,Raw",67,337,22,2,1,0,0,0,5,2.3,22,220,320,72,3.87,0.141,0.018,36.4,0,0.201,0.295,4.847,1.196,0.526,8,0,8,8,,5.1,0,0,0,0,0,0,0,0,0.2,,,,0.6,0.6,0.38,66,85,"1 serving,  ( cooked from 4 oz raw )",28.35,1 oz,0
1819,2820,"Cocoyam, White, Peeled, Boiled &Egg,Guinea Fowl,Raw",86,340,29,2,1,0,0,0,6,3.12,25,244,352,83,4.71,0.148,0.018,36.5,0,0.237,0.298,7.274,1.342,0.555,16,0,16,16,,6.36,0,0,0,0,0,0,0,0,0.22,,,,0.7,0.67,0.32,73,85,"1 serving,  ( 3 oz )",,,0
1820,2821,"Cocoyam, Yellow, Peeled, Raw&Egg,Guinea Fowl,Raw",2,301,24,3,1,0,0,0,5,4.2,23,226,330,76,3.98,0.145,0.019,37.5,0,0.213,0.312,5.129,1.266,0.557,9,0,9,9,,5.4,0,0,0,0,0,0,0,0,0.21,,,,0.923,1.179,0.591,73,85,"1 serving,  (cooked from 4 oz raw)",28.35,1 oz,0
1821,2822,"Plantain, Ripe, Peeled, Raw&Egg,Guinea Fowl,Raw",65,344,29,4,1,0,0,0,5,4.8,26,253,366,73,4.9,0.153,0.019,37.9,0,0.24,0.301,7.364,1.359,0.562,16,0,16,16,,6.44,0,0,0,0,0,0,0,0,0.24,,,,1.71,1.74,0.74,97,85,"1 serving,  ( 3 oz )",,,0
1822,2823,"Plantain, Ripe, Peeled, Boiled&Egg,Guinea Fowl,Raw",38,289,23,2,1,0,0,0,5,2.65,23,221,322,90,3.89,0.142,0.018,36.6,0,0.205,0.302,4.949,1.221,0.537,8,0,8,8,,5.21,0,0,0,0,0,0,0,0,0.2,,,,0.61,0.59,0.43,65,85,"1 serving,  (cooked from 4 oz raw)",28.35,1 oz,0
1823,2824,"Plantain, Ripe, Peeled, Roasted&Egg,Guinea Fowl,Raw",29,411,23,2,1,0,0,0,5,3.69,23,229,333,70,4.02,0.147,0.019,37.9,0,0.21,0.308,5.058,1.248,0.549,8,0,8,8,,5.33,0,0,0,0,0,0,0,0,0.21,,,,0.771,0.874,0.462,79,85,"1 serving,  (cooked from 4 oz raw)",28.35,1 oz,0
1824,2825,"Plantain, Ripe, Fried in Palm Oil&Egg,Guinea Fowl,Raw",47,500,29,4,1,0,0,0,5,4.3,26,254,367,72,4.91,0.154,0.019,38,0,0.233,0.293,7.158,1.321,0.546,16,0,16,16,,6.26,0,0,0,0,0,0,0,0,0.24,,,,1.43,1.59,0.44,93,85,"1 serving,  ( 3 oz )",,,0
1825,2826,"Plantain, Unripe, Peeled, Raw&Egg,Guinea Fowl,Raw",8,410,22,4,1,0,0,0,6,3.86,21,204,297,83,3.59,0.131,0.017,33.8,0,0.194,0.284,4.665,1.151,0.507,8,0,8,8,,4.91,0,0,0,0,0,0,0,0,0.2,,,,1.22,1.25,0.61,73,85,"1 serving,  ( cooked from 4 oz raw)",28.35,1 oz,0
